id,text,label,language,source,notes
NLP0207,"kaninang umaga clear naman po ang kalsada, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0208,today may nakaharang sa sidewalk: display rack.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0209,Report ko po yung private car na nakaparada sa sidewalk.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0210,May sako ng cement na blocking sa eskinita please verify this report.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0211,Paki-validate po yung construction materials na stored near the market area.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0212,Nakatambak ang semento sa eskinita at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0213,May mga debris na naiwan sa pedestrian lane at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0214,May debris na scattered malapit sa school visible po sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0215,during rush hour may construction materials malapit sa palengke na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0216,"during rush hour clear naman po ang pedestrian area, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0217,Malinis ang barangay road at walang obstruction.,no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0218,for several hours may tambak na fallen branches malapit sa palengke.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0219,ngayong hapon may construction materials sa eskinita na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0220,May fallen branches na nakaharang sa eskinita visible po sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0221,May jeep na nakaharang habang nakaparada sa harap ng bahay kailangan pong ma-check.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0222,Paki-verify po yung signboard na nakaharang sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0223,Nakatambak ang construction materials sa kalsada at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0224,May construction materials na stored sa barangay road na nagdudulot ng traffic.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0225,"May nakaparadang tricycle malapit sa school, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0226,"Wala pong violation sa area, safe ang barangay road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0227,"Wala pong violation sa area, safe ang sidewalk.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0228,"this morning clear naman po ang pedestrian area, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0229,May steel bars na blocking sa gilid ng daan please verify this report.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0230,May signboard sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0231,kanina pa may obstruction sa pedestrian lane: metal frame.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0232,"May nakaharang na signage near the barangay hall, delikado sa motorista.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0233,kaninang umaga may obstruction sa barangay road: metal frame.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0234,Paki-check po ang large container na nakaharang sa public road.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0235,There are fallen branches sa public road blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0236,Illegal parking po: jeep naka-park sa public road at nakakaabala sa mga dumadaan.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0237,May construction materials sa daan na hindi pa nililipat.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0238,"Wala pong violation sa area, clear ang public road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0239,"May nakaharang na sirang upuan sa intersection, delikado sa motorista.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0240,May paninda na nakalagay sa sidewalk kailangan pong ma-check.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0241,"May nakaparadang jeep sa kalsada, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0242,Paki-check po ang basura na nakakalat sa eskinita.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0243,"simula kagabi clear naman po ang pedestrian area, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0244,since yesterday may nakaharang sa sidewalk: mesa ng vendor.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0245,May mga sako ng basura na naiwan sa harap ng bahay at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0246,May mga plastic waste na naiwan sa tapat ng tindahan at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0247,"Road obstruction po, may barrier na nakalagay sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0248,May mesa ng vendor sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0249,"May nakaparadang delivery van sa public road, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0250,There are tambak na basura sa harap ng bahay blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0251,Construction material obstruction: construction materials blocking sa gilid ng daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0252,"since yesterday clear naman po ang public road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0253,ngayong hapon may tambak na debris sa tapat ng tindahan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0254,"Wala pong violation sa area, clear ang kalsada.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0255,A truck is parked near the market area and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0256,Nakatambak ang kahoy pang construction sa sidewalk at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0257,May sasakyan na nakaparada sa sidewalk .,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0258,"since yesterday clear naman po ang daan, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0259,May debris na nakatambak sa eskinita kaya nahihirapan dumaan ang tao.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0260,Paki-validate po yung semento na iniwan sa intersection.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0261,May mga fallen branches na naiwan sa pedestrian lane at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0262,May tiles na nakalagay near the barangay hall kailangan pong ma-check.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0263,Report ko po yung jeep na nakaparada sa pedestrian lane.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0264,Garbage/debris obstruction po sa main road: sako ng basura nakaharang.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0265,May fallen branches na nakakalat malapit sa palengke causing pedestrians to walk on the road.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0266,Paki-check po ang debris na nakatambak sa intersection.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0267,"May nakaharang na kariton sa tapat ng tindahan, delikado sa motorista.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0268,"for several hours clear naman po ang daan, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0269,kanina pa may private car na parked at nakakasikip near the market area.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0270,"Wala pong violation sa area, passable ang pedestrian area.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0271,May display rack na naka-display sa sidewalk and it blocks the public way.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0272,Paki-verify po yung signboard na nakalagay sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0273,"kaninang umaga clear naman po ang public road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0274,May gravel na nakaharang sa eskinita .,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0275,"Sidewalk obstruction po, paninda blocking sa pedestrian lane.",sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0276,There are sirang kahoy malapit sa palengke blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0277,Construction material obstruction: tiles nakaharang near the barangay hall.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0278,May traffic cone na obstructing malapit sa palengke visible po sa daan.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0279,"Wala pong violation sa area, walang nakaharang ang daan.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0280,May mga plastic waste na naiwan near the market area at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0281,May private car na nakaharang habang nakaparada sa main road visible po sa daan.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0282,"kaninang umaga clear naman po ang sidewalk, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0283,Paki-validate po yung hollow blocks na nakatambak sa eskinita.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0284,May tarpaulin stand sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0285,kaninang umaga may construction materials sa main road na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0286,for several hours may obstruction near the market area: barrier.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0287,Paki-validate po yung kahoy pang construction na nakalagay sa barangay road.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0288,"Road obstruction po, may wooden barricade na iniwan sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0289,May display rack na nakalagay sa sidewalk please verify this report.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0290,May construction materials na nakaharang sa barangay road kaya nahihirapan dumaan ang tao.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0291,Construction material obstruction: construction materials stored sa tapat ng tindahan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0292,"kanina pa clear naman po ang public road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0293,May mga basura na naiwan sa harap ng bahay at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0294,May traffic cone na nakalagay sa main road visible po sa daan.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0295,A signage is blocking the road sa tapat ng tindahan.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0296,kanina pa may tambak na basura near the barangay hall.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0297,"Wala pong violation sa area, passable ang daan.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0298,A delivery van is parked malapit sa school and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0299,"Road obstruction po, may traffic cone na nasa gitna sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0300,No violation observed in the submitted location.,no_violation,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0301,Illegal parking po: sasakyan nakaharang habang nakaparada sa sidewalk please verify this report.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0302,Nakatambak ang kahoy pang construction near the market area at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0303,"Road obstruction po, may traffic cone na iniwan sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0304,May sasakyan na naka-park sa barangay road please verify this report.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0305,A sasakyan is parked sa harap ng bahay and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0306,"clear naman po ang kalsada, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0307,"ngayong hapon clear naman po ang public road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0308,may tambak na sako ng basura sa tapat ng tindahan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0309,Paki-validate po yung gravel na nakalagay sa intersection.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0310,A metal frame is blocking the road malapit sa school.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0311,"Wala pong violation sa area, safe ang pedestrian area.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0312,Paki-validate po yung gravel na nakatambak sa harap ng bahay.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0313,"Wala pong violation sa area, passable ang sidewalk.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0314,Paki-validate po yung gravel na iniwan sa kalsada.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0315,Paki-validate po yung semento na stored malapit sa school.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0316,"May nakaparadang motorcycle sa public road, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0317,"Wala pong violation sa area, walang nakaharang ang kalsada.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0318,Nakatambak ang construction materials malapit sa school at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0319,May hollow blocks sa daan na hindi pa nililipat.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0320,"May nakaharang na wooden barricade sa public road, delikado sa motorista.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0321,May stall sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0322,A old furniture is blocking the road sa harap ng bahay.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0323,"Wala pong violation sa area, clear ang daan.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0324,There are garbage bags malapit sa palengke blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0325,"Wala pong violation sa area, walang nakaharang ang pedestrian area.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0326,May sako ng basura na iniwan malapit sa palengke please verify this report.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0327,since yesterday may tambak na sako ng basura malapit sa palengke.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0328,A crate is blocking the road sa intersection.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0329,"Wala pong violation sa area, malinis ang public road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0330,Garbage/debris obstruction po near the barangay hall: sako ng basura iniwan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0331,A large container is blocking the road sa gilid ng daan.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0332,Paki-validate po yung tiles na nakalagay sa main road.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0333,A metal frame is blocking the road sa tapat ng tindahan.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0334,since yesterday may tricycle na nakaparada at nakakasikip malapit sa palengke.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0335,"Wala pong violation sa area, maayos ang public road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0336,A motorcycle is parked sa main road and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0337,May kotse na iniwan sa eskinita and it blocks the public way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0338,Pedestrians cannot pass because a motorcycle sa sidewalk is blocking the sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0339,May traffic cone na blocking sa barangay road kailangan pong ma-check.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0340,"Wala pong violation sa area, passable ang kalsada.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0341,during rush hour may nakaharang sa sidewalk: tarpaulin stand.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0342,may obstruction near the market area: old furniture.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0343,this morning may nakaharang sa sidewalk: tindahan extension.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0344,Construction material obstruction: sako ng cement nakaharang sa sidewalk.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0345,"Wala pong violation sa area, walang nakaharang ang sidewalk.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0346,May sirang kahoy na scattered sa barangay road kaya nahihirapan dumaan ang tao.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0347,"today clear naman po ang sidewalk, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0348,Paki-validate po yung bricks na nakaharang sa main road.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0349,Malinis ang daan at walang obstruction.,no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0350,"simula kagabi clear naman po ang barangay road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0351,"kanina pa clear naman po ang barangay road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0352,May crate na nakaharang sa intersection please verify this report.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0353,Construction material obstruction: construction materials blocking sa pedestrian lane.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0354,"Wala pong violation sa area, passable ang public road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0355,May mga plastic waste na naiwan sa pedestrian lane at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0356,May traffic cone na nasa gitna sa pedestrian lane causing pedestrians to walk on the road.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0357,Paki-check po ang metal frame na blocking malapit sa school.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0358,"May nakaharang na barrier near the barangay hall, delikado sa motorista.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0359,Pedestrians cannot pass because a tindahan extension is blocking the sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0360,"Wala pong violation sa area, walang nakaharang ang barangay road.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0361,Malinis ang sidewalk at walang obstruction.,no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0362,May display rack na nakalagay sa sidewalk causing pedestrians to walk on the road.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0363,Paki-check po ang garbage bags na nakaharang sa sidewalk.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0364,"May nakaparadang delivery van sa sidewalk, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0365,"Maayos ang daan, walang nakaparada o nakatambak.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0366,Paki-validate po yung buhangin na nakatambak sa intersection.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0367,Nakatambak ang gravel sa kalsada at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0368,"Sidewalk obstruction po, stall naka-display sa intersection.",sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0369,today may construction materials sa intersection na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0370,"Sidewalk obstruction po, display rack nakatayo sa eskinita.",sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0371,Report ko po yung truck na nakaparada sa kalsada.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0372,May signboard na naka-display sa sidewalk kaya nahihirapan dumaan ang tao.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0373,Illegal parking po: kotse nakaharang habang nakaparada sa harap ng bahay kaya nahihirapan dumaan ang tao.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0374,"Road obstruction po, may old furniture na blocking sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0375,"kanina pa clear naman po ang daan, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0376,May kahoy pang construction sa daan na hindi pa nililipat.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0377,"Road obstruction po, may metal frame na iniwan sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0378,Garbage/debris obstruction po sa intersection: sirang kahoy blocking.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0379,simula kagabi may nakaharang sa sidewalk: display rack.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0380,May sidewalk vendor sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0381,May wooden barricade na blocking malapit sa palengke kailangan pong ma-check.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0382,this morning may construction materials near the barangay hall na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0383,Paki-check po ang traffic cone na nakaharang malapit sa palengke.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0384,Nakatambak ang sako ng cement malapit sa palengke at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0385,"since yesterday clear naman po ang barangay road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0386,since yesterday may van na nakaparada at nakakasikip sa public road.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0387,"May nakaparadang delivery van sa gilid ng daan, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0388,Pedestrians cannot pass because a display rack is blocking the sidewalk.,sidewalk_obstruction,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0389,May tindahan extension na occupying sa sidewalk visible po sa daan.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0390,Report ko po yung van na naka-park near the barangay hall.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0391,May tricycle na nakaharang habang nakaparada sa tapat ng tindahan at nakakaabala sa mga dumadaan.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0392,Garbage/debris obstruction po sa barangay road: plastic waste scattered.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0393,today may obstruction sa harap ng bahay: barrier.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0394,Nakatambak ang semento near the barangay hall at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0395,simula kagabi may construction materials sa harap ng bahay na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0396,May stall na nakatayo sa sidewalk visible po sa daan.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0397,May semento na nakatambak sa sidewalk and it blocks the public way.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0398,There are basura near the barangay hall blocking the path.,garbage_debris,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0399,"Wala pong violation sa area, maayos ang kalsada.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0400,Nakatambak ang bricks sa intersection at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0401,Nakatambak ang bricks sa main road at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0402,"ngayong hapon clear naman po ang barangay road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0403,Garbage/debris obstruction po sa kalsada: sako ng basura blocking.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0404,Construction material obstruction: hollow blocks nakalagay sa intersection.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0405,May gravel na iniwan near the market area visible po sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0406,"May nakaparadang truck malapit sa school, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0407,Pedestrians cannot pass because a sidewalk vendor is blocking the sidewalk.,sidewalk_obstruction,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0408,Paki-check po ang sirang kahoy na blocking near the market area.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0409,"this morning clear naman po ang public road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0410,Paki-validate po yung buhangin na iniwan sa pedestrian lane.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0411,"for several hours clear naman po ang pedestrian area, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0412,Construction material obstruction: bricks stored sa tapat ng tindahan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0413,Garbage/debris obstruction po sa gilid ng daan: basura nakaharang.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0414,since yesterday may obstruction malapit sa palengke: old furniture.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
